Project name, date added(YYYY-MM-DD), link to YML file
Field Ready WA003,2021-07-01,https://field-ready-projects.openknowhow.org/manifests/okh-WA003.yml
Field Ready CP003,2021-07-01,https://field-ready-projects.openknowhow.org/manifests/okh-CP003.yml
Field Ready GN008,2021-07-01,https://field-ready-projects.openknowhow.org/manifests/okh-GN008.yml
Field Ready SS011,2021-07-01,https://field-ready-projects.openknowhow.org/manifests/okh-SS011.yml
Field Ready DR001,2021-07-01,https://field-ready-projects.openknowhow.org/manifests/okh-DR001.yml
Field Ready HL004_Small,2021-07-01,https://field-ready-projects.openknowhow.org/manifests/okh-HL004_Small.yml
Field Ready HL004_Large,2021-07-01,https://field-ready-projects.openknowhow.org/manifests/okh-HL004_Large.yml
Field Ready GN017,2021-07-01,https://field-ready-projects.openknowhow.org/manifests/okh-GN017.yml
Field Ready HL027,2021-07-01,https://field-ready-projects.openknowhow.org/manifests/okh-HL027.yml
Field Ready SS001,2021-07-01,https://field-ready-projects.openknowhow.org/manifests/okh-SS001.yml
Field Ready WA010,2021-07-01,https://field-ready-projects.openknowhow.org/manifests/okh-WA010.yml
Field Ready WA008,2021-07-01,https://field-ready-projects.openknowhow.org/manifests/okh-WA008.yml
Field Ready HL023,2021-07-01,https://field-ready-projects.openknowhow.org/manifests/okh-HL023.yml
Field Ready WA006,2021-07-01,https://field-ready-projects.openknowhow.org/manifests/okh-WA006.yml
Field Ready HL011,2021-07-01,https://field-ready-projects.openknowhow.org/manifests/okh-HL011.yml
Field Ready HL001,2021-07-01,https://field-ready-projects.openknowhow.org/manifests/okh-HL001.yml
Field Ready HL018,2021-07-01,https://field-ready-projects.openknowhow.org/manifests/okh-HL018.yml
Field Ready HL010,2021-07-01,https://field-ready-projects.openknowhow.org/manifests/okh-HL010.yml
Field Ready WA002,2021-07-01,https://field-ready-projects.openknowhow.org/manifests/okh-WA002.yml
Field Ready WA012,2021-07-01,https://field-ready-projects.openknowhow.org/manifests/okh-WA012.yml
Field Ready EE005,2021-07-01,https://field-ready-projects.openknowhow.org/manifests/okh-EE005.yml
Field Ready DS006,2021-07-01,https://field-ready-projects.openknowhow.org/manifests/okh-DS006.yml
Field Ready DS010,2021-07-01,https://field-ready-projects.openknowhow.org/manifests/okh-DS010.yml
Field Ready DS003,2021-07-01,https://field-ready-projects.openknowhow.org/manifests/okh-DS003.yml
Field Ready DS005,2021-07-01,https://field-ready-projects.openknowhow.org/manifests/okh-DS005.yml
Field Ready DS009,2021-07-01,https://field-ready-projects.openknowhow.org/manifests/okh-DS009.yml
Field Ready DS008,2021-07-01,https://field-ready-projects.openknowhow.org/manifests/okh-DS008.yml
Field Ready PR002,2021-07-01,https://field-ready-projects.openknowhow.org/manifests/okh-PR002.yml
Field Ready GN021,2021-07-01,https://field-ready-projects.openknowhow.org/manifests/okh-GN021.yml
Field Ready HL014,2021-07-01,https://field-ready-projects.openknowhow.org/manifests/okh-HL014.yml
Field Ready HL013,2021-07-01,https://field-ready-projects.openknowhow.org/manifests/okh-HL013.yml
